,index,latitude,locationid,longitude,year,costs,trainees_total,trainees_pass
448,5540,61.72555556,0AK2,150.6786111,2006,5625,62475,29
449,4540,61.72555556,0AK2,150.6786111,2007,898,20880,765
450,12540,61.72555556,0AK2,150.6786111,2008,3075,8322,164
451,2540,61.72555556,0AK2,150.6786111,2009,3360,15741,76
452,540,61.72555556,0AK2,150.6786111,2010,4340,45738,637
453,6540,61.72555556,0AK2,150.6786111,2011,806,71972,8
454,8540,61.72555556,0AK2,150.6786111,2012,4670,30974,380
455,13540,61.72555556,0AK2,150.6786111,2013,25,22508,560
456,15540,61.72555556,0AK2,150.6786111,2014,1500,40736,612
457,11540,61.72555556,0AK2,150.6786111,2015,1348,69388,252
458,16540,61.72555556,0AK2,150.6786111,2016,2405,52990,608
459,5273,62.03583333,0AK3,150.4938889,2000,6636,22599,365
460,1273,62.03583333,0AK3,150.4938889,2001,1674,19110,85
461,16273,62.03583333,0AK3,150.4938889,2002,1422,47740,268
462,9273,62.03583333,0AK3,150.4938889,2003,190,48894,8
463,7273,62.03583333,0AK3,150.4938889,2004,4860,28611,171
464,4273,62.03583333,0AK3,150.4938889,2005,1248,27552,220
465,273,62.03583333,0AK3,150.4938889,2006,5895,44030,6
466,10273,62.03583333,0AK3,150.4938889,2007,1722,14895,270
467,12273,62.03583333,0AK3,150.4938889,2008,4590,13775,8
468,3273,62.03583333,0AK3,150.4938889,2009,880,61578,63
469,2273,62.03583333,0AK3,150.4938889,2010,1840,31536,665
470,8273,62.03583333,0AK3,150.4938889,2011,108,38228,11
471,6273,62.03583333,0AK3,150.4938889,2012,945,19380,152
472,15273,62.03583333,0AK3,150.4938889,2013,893,21760,950
473,13273,62.03583333,0AK3,150.4938889,2014,2640,12464,234
474,14273,62.03583333,0AK3,150.4938889,2015,112,24153,297
475,11273,62.03583333,0AK3,150.4938889,2016,695,20090,24
476,12260,61.35638889,0AK5,142.7333333,2000,2366,39609,20
477,260,61.35638889,0AK5,142.7333333,2001,1172,28980,92
478,7260,61.35638889,0AK5,142.7333333,2002,7695,42735,112
479,6260,61.35638889,0AK5,142.7333333,2003,1284,81693,16
480,14260,61.35638889,0AK5,142.7333333,2004,468,56133,153
481,16260,61.35638889,0AK5,142.7333333,2005,98,46284,800
482,8260,61.35638889,0AK5,142.7333333,2006,4707,51595,35
483,1260,61.35638889,0AK5,142.7333333,2007,982,41580,126
484,10260,61.35638889,0AK5,142.7333333,2008,2080,6631,78
485,13260,61.35638889,0AK5,142.7333333,2009,980,16236,56
486,11260,61.35638889,0AK5,142.7333333,2010,1650,31212,238
487,3260,61.35638889,0AK5,142.7333333,2011,656,46132,57
488,4260,61.35638889,0AK5,142.7333333,2012,3565,24820,112
489,5260,61.35638889,0AK5,142.7333333,2013,72,6324,540
490,15260,61.35638889,0AK5,142.7333333,2014,2508,57076,576
491,9260,61.35638889,0AK5,142.7333333,2015,1350,35607,441
492,2260,61.35638889,0AK5,142.7333333,2016,1380,16100,568
493,3476,61.80333333,0AK6,147.9441667,2000,2625,9315,260
494,15476,61.80333333,0AK6,147.9441667,2001,912,30345,47
495,1476,61.80333333,0AK6,147.9441667,2002,5949,67452,356
496,4476,61.80333333,0AK6,147.9441667,2003,576,61596,172
497,6476,61.80333333,0AK6,147.9441667,2004,144,33066,234
498,12476,61.80333333,0AK6,147.9441667,2005,774,28476,570
499,10476,61.80333333,0AK6,147.9441667,2006,387,26265,35
500,14476,61.80333333,0AK6,147.9441667,2007,1070,35055,801
501,9476,61.80333333,0AK6,147.9441667,2008,995,12350,120
502,8476,61.80333333,0AK6,147.9441667,2009,2788,23760,51
503,2476,61.80333333,0AK6,147.9441667,2010,1280,38988,497
504,7476,61.80333333,0AK6,147.9441667,2011,106,66424,86
505,11476,61.80333333,0AK6,147.9441667,2012,2100,6970,372
506,13476,61.80333333,0AK6,147.9441667,2013,894,24548,690
507,5476,61.80333333,0AK6,147.9441667,2014,1182,64600,9
508,476,61.80333333,0AK6,147.9441667,2015,752,70716,594
509,16476,61.80333333,0AK6,147.9441667,2016,3990,46060,152
510,1178,59.77611111,0AK7,150.9586111,2000,5705,39933,260
511,6178,59.77611111,0AK7,150.9586111,2001,1952,3640,85
512,2178,59.77611111,0AK7,150.9586111,2002,567,50589,384
513,12178,59.77611111,0AK7,150.9586111,2003,48,50721,42
514,3178,59.77611111,0AK7,150.9586111,2004,5877,60192,165
515,13178,59.77611111,0AK7,150.9586111,2005,818,76776,20
516,178,59.77611111,0AK7,150.9586111,2006,3024,73950,9
517,14178,59.77611111,0AK7,150.9586111,2007,1982,10890,729
518,7178,59.77611111,0AK7,150.9586111,2008,1270,1995,66
519,4178,59.77611111,0AK7,150.9586111,2009,1604,94644,2
520,16178,59.77611111,0AK7,150.9586111,2010,8350,10908,693
521,9178,59.77611111,0AK7,150.9586111,2011,1772,7904,59
522,11178,59.77611111,0AK7,150.9586111,2012,4075,21556,212
523,10178,59.77611111,0AK7,150.9586111,2013,983,27506,550
524,5178,59.77611111,0AK7,150.9586111,2014,507,50540,72
525,8178,59.77611111,0AK7,150.9586111,2015,1320,53120,261
526,15178,59.77611111,0AK7,150.9586111,2016,1975,40320,168
527,16349,61.3325,0AK9,150.0591667,2000,2443,37179,355
528,1349,61.3325,0AK9,150.0591667,2001,738,24885,96
529,4349,61.3325,0AK9,150.0591667,2002,4005,63217,224
530,10349,61.3325,0AK9,150.0591667,2003,1406,11658,94
531,12349,61.3325,0AK9,150.0591667,2004,4995,14850,15
532,2349,61.3325,0AK9,150.0591667,2005,1048,63000,420
533,6349,61.3325,0AK9,150.0591667,2006,3114,64940,89
534,8349,61.3325,0AK9,150.0591667,2007,282,19440,756
535,3349,61.3325,0AK9,150.0591667,2008,2390,12236,94
536,11349,61.3325,0AK9,150.0591667,2009,2632,31680,70
537,5349,61.3325,0AK9,150.0591667,2010,4450,51084,168
538,13349,61.3325,0AK9,150.0591667,2011,1814,39064,85
539,9349,61.3325,0AK9,150.0591667,2012,3570,21148,344
540,349,61.3325,0AK9,150.0591667,2013,568,29682,310
541,14349,61.3325,0AK9,150.0591667,2014,2106,8816,504
542,15349,61.3325,0AK9,150.0591667,2015,962,20252,594
543,7349,61.3325,0AK9,150.0591667,2016,3095,49070,224
544,4622,30.44388889,0AL1,87.65694444,2000,6748,11340,370
545,622,30.44388889,0AL1,87.65694444,2001,1586,5985,5
546,2622,30.44388889,0AL1,87.65694444,2002,7893,55902,324
547,5622,30.44388889,0AL1,87.65694444,2003,1322,43587,138
548,9622,30.44388889,0AL1,87.65694444,2004,8937,33264,84
549,14622,30.44388889,0AL1,87.65694444,2005,1454,10164,820
550,8622,30.44388889,0AL1,87.65694444,2006,414,67660,47
551,11622,30.44388889,0AL1,87.65694444,2007,1084,22860,522
552,15622,30.44388889,0AL1,87.65694444,2008,1440,13414,64
553,16622,30.44388889,0AL1,87.65694444,2009,840,69597,34
554,7622,30.44388889,0AL1,87.65694444,2010,9720,42228,574
555,1622,30.44388889,0AL1,87.65694444,2011,544,66500,41
556,12622,30.44388889,0AL1,87.65694444,2012,3805,8942,240
557,10622,30.44388889,0AL1,87.65694444,2013,165,23562,940
558,13622,30.44388889,0AL1,87.65694444,2014,2490,26448,855
559,6622,30.44388889,0AL1,87.65694444,2015,304,52456,621
560,3622,30.44388889,0AL1,87.65694444,2016,2525,57260,648
561,4616,31.03222222,0AL5,87.25277778,2000,686,79704,375
562,12616,31.03222222,0AL5,87.25277778,2001,926,30765,17
563,9616,31.03222222,0AL5,87.25277778,2002,252,59136,120
564,616,31.03222222,0AL5,87.25277778,2003,1590,58029,200
565,8616,31.03222222,0AL5,87.25277778,2004,54,37026,300
566,5616,31.03222222,0AL5,87.25277778,2005,1232,16716,160
567,2616,31.03222222,0AL5,87.25277778,2006,828,63750,99
568,15616,31.03222222,0AL5,87.25277778,2007,1586,14535,450
569,16616,31.03222222,0AL5,87.25277778,2008,4055,17100,82
570,1616,31.03222222,0AL5,87.25277778,2009,3160,97713,10
571,7616,31.03222222,0AL5,87.25277778,2010,2960,17874,266
572,13616,31.03222222,0AL5,87.25277778,2011,1106,62092,51
573,14616,31.03222222,0AL5,87.25277778,2012,960,28458,192
574,3616,31.03222222,0AL5,87.25277778,2013,761,23562,640
575,10616,31.03222222,0AL5,87.25277778,2014,2784,51604,828
576,6616,31.03222222,0AL5,87.25277778,2015,528,38014,585
577,11616,31.03222222,0AL5,87.25277778,2016,1885,29330,256
578,16618,34.85,0AL9,87.6325,2000,210,50625,130
579,4618,34.85,0AL9,87.6325,2001,952,29400,54
580,3618,34.85,0AL9,87.6325,2002,8100,33495,380
581,618,34.85,0AL9,87.6325,2003,1770,64380,118
582,6618,34.85,0AL9,87.6325,2004,8370,31086,99
583,5618,34.85,0AL9,87.6325,2005,1914,71904,670
584,2618,34.85,0AL9,87.6325,2006,1116,27115,77
585,14618,34.85,0AL9,87.6325,2007,928,5985,216
586,10618,34.85,0AL9,87.6325,2008,4055,16150,48
587,15618,34.85,0AL9,87.6325,2009,920,34155,23
588,8618,34.85,0AL9,87.6325,2010,2370,19224,259
589,7618,34.85,0AL9,87.6325,2011,1530,10336,6
590,9618,34.85,0AL9,87.6325,2012,580,21556,324
591,12618,34.85,0AL9,87.6325,2013,358,25908,590
592,13618,34.85,0AL9,87.6325,2014,636,61864,693
593,11618,34.85,0AL9,87.6325,2015,1598,22742,630
594,1618,34.85,0AL9,87.6325,2016,3100,53620,632
595,13789,35.26666667,0AR2,90.35,2000,1750,32238,130
596,15789,35.26666667,0AR2,90.35,2001,1488,5600,1
597,789,35.26666667,0AR2,90.35,2002,963,37345,244
598,8789,35.26666667,0AR2,90.35,2003,1992,56724,140
599,5789,35.26666667,0AR2,90.35,2004,8541,51084,168
600,7789,35.26666667,0AR2,90.35,2005,1916,32256,270
601,2789,35.26666667,0AR2,90.35,2006,3744,28730,23
602,12789,35.26666667,0AR2,90.35,2007,498,10575,693
603,10789,35.26666667,0AR2,90.35,2008,2810,13946,96
604,9789,35.26666667,0AR2,90.35,2009,2284,36234,88
605,11789,35.26666667,0AR2,90.35,2010,4700,32022,126
606,14789,35.26666667,0AR2,90.35,2011,1164,37544,75
607,1789,35.26666667,0AR2,90.35,2012,190,26554,24
608,4789,35.26666667,0AR2,90.35,2013,341,17986,130
609,3789,35.26666667,0AR2,90.35,2014,2991,23636,504
610,16789,35.26666667,0AR2,90.35,2015,2000,77356,567
611,6789,35.26666667,0AR2,90.35,2016,3430,23800,760
612,1795,35.89888889,0AR3,93.26111111,2000,6237,75816,265
613,13795,35.89888889,0AR3,93.26111111,2001,1886,22855,61
614,10795,35.89888889,0AR3,93.26111111,2002,3906,56364,72
615,9795,35.89888889,0AR3,93.26111111,2003,1734,62814,74
616,3795,35.89888889,0AR3,93.26111111,2004,1764,97119,147
617,2795,35.89888889,0AR3,93.26111111,2005,236,20916,320
618,7795,35.89888889,0AR3,93.26111111,2006,3231,15215,61
619,795,35.89888889,0AR3,93.26111111,2007,1010,10260,648
620,5795,35.89888889,0AR3,93.26111111,2008,1255,15504,20
621,15795,35.89888889,0AR3,93.26111111,2009,2216,21285,81
622,11795,35.89888889,0AR3,93.26111111,2010,3100,17928,399
623,6795,35.89888889,0AR3,93.26111111,2011,1020,73948,27
624,16795,35.89888889,0AR3,93.26111111,2012,160,16320,332
625,8795,35.89888889,0AR3,93.26111111,2013,74,9792,810
626,4795,35.89888889,0AR3,93.26111111,2014,882,72580,360
627,14795,35.89888889,0AR3,93.26111111,2015,1762,28884,405
628,12795,35.89888889,0AR3,93.26111111,2016,4005,24290,40
629,1950,33.95,0AR7,91.18111111,2000,4200,31023,330
630,16950,33.95,0AR7,91.18111111,2001,284,28035,70
631,4950,33.95,0AR7,91.18111111,2002,3087,51898,244
632,950,33.95,0AR7,91.18111111,2003,266,60552,190
633,12950,33.95,0AR7,91.18111111,2004,5616,49599,240
634,9950,33.95,0AR7,91.18111111,2005,778,20412,720
635,7950,33.95,0AR7,91.18111111,2006,5220,20060,17
636,15950,33.95,0AR7,91.18111111,2007,260,5940,387
637,11950,33.95,0AR7,91.18111111,2008,925,15941,84
638,10950,33.95,0AR7,91.18111111,2009,3728,65043,12
639,14950,33.95,0AR7,91.18111111,2010,5580,37476,448
640,8950,33.95,0AR7,91.18111111,2011,892,25536,80
641,3950,33.95,0AR7,91.18111111,2012,1995,7922,244
642,13950,33.95,0AR7,91.18111111,2013,184,32368,740
643,2950,33.95,0AR7,91.18111111,2014,231,72428,675
644,5950,33.95,0AR7,91.18111111,2015,1144,40089,450
645,6950,33.95,0AR7,91.18111111,2016,4465,42070,64
646,7553,31.60027778,0J0,85.23805556,2000,5229,41229,75
647,15553,31.60027778,0J0,85.23805556,2001,914,31080,94
648,2553,31.60027778,0J0,85.23805556,2002,4455,9394,348
649,14553,31.60027778,0J0,85.23805556,2003,1476,14268,88
650,16553,31.60027778,0J0,85.23805556,2004,6984,28710,261
651,3553,31.60027778,0J0,85.23805556,2005,1368,75516,440
652,9553,31.60027778,0J0,85.23805556,2006,6588,58395,96
653,8553,31.60027778,0J0,85.23805556,2007,1572,14400,540
654,11553,31.60027778,0J0,85.23805556,2008,4685,5472,112
655,1553,31.60027778,0J0,85.23805556,2009,3596,52272,4
656,4553,31.60027778,0J0,85.23805556,2010,7040,33588,427
657,553,31.60027778,0J0,85.23805556,2011,846,41496,66
658,6553,31.60027778,0J0,85.23805556,2012,2265,7208,280
659,12553,31.60027778,0J0,85.23805556,2013,570,30770,650
660,13553,31.60027778,0J0,85.23805556,2014,1509,52136,729
661,5553,31.60027778,0J0,85.23805556,2015,1426,70301,693
662,10553,31.60027778,0J0,85.23805556,2016,260,33250,104
663,3617,31.0425,0J4,86.31166667,2000,2506,34587,480
664,4617,31.0425,0J4,86.31166667,2001,504,7665,90
665,14617,31.0425,0J4,86.31166667,2002,8460,66374,52
666,617,31.0425,0J4,86.31166667,2003,282,31929,30
667,16617,31.0425,0J4,86.31166667,2004,4950,84249,246
668,6617,31.0425,0J4,86.31166667,2005,96,41916,680
669,12617,31.0425,0J4,86.31166667,2006,5004,12580,87
670,8617,31.0425,0J4,86.31166667,2007,984,24165,270
671,2617,31.0425,0J4,86.31166667,2008,1560,10203,162
672,1617,31.0425,0J4,86.31166667,2009,2572,32670,88
673,11617,31.0425,0J4,86.31166667,2010,420,53190,637
674,5617,31.0425,0J4,86.31166667,2011,1420,58596,52
675,10617,31.0425,0J4,86.31166667,2012,2920,17272,224
676,13617,31.0425,0J4,86.31166667,2013,35,33388,230
677,15617,31.0425,0J4,86.31166667,2014,1920,22268,612
678,7617,31.0425,0J4,86.31166667,2015,394,59013,864
679,9617,31.0425,0J4,86.31166667,2016,3200,28910,144
680,5647,31.36416667,0J6,85.31166667,2000,574,75573,320
681,10647,31.36416667,0J6,85.31166667,2001,46,16415,97
682,14647,31.36416667,0J6,85.31166667,2002,3222,37653,340
683,1647,31.36416667,0J6,85.31166667,2003,1422,86739,10
684,7647,31.36416667,0J6,85.31166667,2004,1881,81279,48
685,15647,31.36416667,0J6,85.31166667,2005,632,65688,150
686,13647,31.36416667,0J6,85.31166667,2006,3951,54825,13
687,16647,31.36416667,0J6,85.31166667,2007,1650,11520,126
688,11647,31.36416667,0J6,85.31166667,2008,2070,11647,142
689,6647,31.36416667,0J6,85.31166667,2009,3160,93852,84
690,647,31.36416667,0J6,85.31166667,2010,9570,39906,336
691,4647,31.36416667,0J6,85.31166667,2011,254,75468,34
692,12647,31.36416667,0J6,85.31166667,2012,1550,21488,164
693,8647,31.36416667,0J6,85.31166667,2013,345,32878,420
694,2647,31.36416667,0J6,85.31166667,2014,669,52516,270
695,9647,31.36416667,0J6,85.31166667,2015,1678,66317,306
696,3647,31.36416667,0J6,85.31166667,2016,3655,50890,552
697,5800,33.88472222,0M0,91.53444444,2000,4949,31347,420
698,12800,33.88472222,0M0,91.53444444,2001,1596,9100,79
699,7800,33.88472222,0M0,91.53444444,2002,5832,60060,364
700,1800,33.88472222,0M0,91.53444444,2003,366,83520,200
701,6800,33.88472222,0M0,91.53444444,2004,918,16929,120
702,16800,33.88472222,0M0,91.53444444,2005,236,24948,490
703,10800,33.88472222,0M0,91.53444444,2006,5715,72760,56
704,8800,33.88472222,0M0,91.53444444,2007,170,30510,423
705,11800,33.88472222,0M0,91.53444444,2008,120,4788,108
706,15800,33.88472222,0M0,91.53444444,2009,1024,92367,51
707,2800,33.88472222,0M0,91.53444444,2010,1140,16092,693
708,4800,33.88472222,0M0,91.53444444,2011,250,25080,36
709,13800,33.88472222,0M0,91.53444444,2012,540,21386,224
710,3800,33.88472222,0M0,91.53444444,2013,772,5134,70
711,9800,33.88472222,0M0,91.53444444,2014,240,62548,225
712,14800,33.88472222,0M0,91.53444444,2015,1812,74368,783
713,800,33.88472222,0M0,91.53444444,2016,1655,53270,424
714,10566,31.01611111,0R1,87.44666667,2000,3990,50706,190
715,15566,31.01611111,0R1,87.44666667,2001,1066,30765,4
716,8566,31.01611111,0R1,87.44666667,2002,8415,47971,288
717,4566,31.01611111,0R1,87.44666667,2003,324,81432,44
718,2566,31.01611111,0R1,87.44666667,2004,189,52272,36
719,9566,31.01611111,0R1,87.44666667,2005,654,18900,940
720,566,31.01611111,0R1,87.44666667,2006,7470,47345,64
721,16566,31.01611111,0R1,87.44666667,2007,978,34470,864
722,5566,31.01611111,0R1,87.44666667,2008,365,9405,132
723,3566,31.01611111,0R1,87.44666667,2009,672,93159,5
724,13566,31.01611111,0R1,87.44666667,2010,920,51840,231
725,6566,31.01611111,0R1,87.44666667,2011,1180,27360,92
726,14566,31.01611111,0R1,87.44666667,2012,500,21488,60
727,12566,31.01611111,0R1,87.44666667,2013,34,17204,840
728,11566,31.01611111,0R1,87.44666667,2014,1578,63308,711
729,1566,31.01611111,0R1,87.44666667,2015,852,35441,351
730,7566,31.01611111,0R1,87.44666667,2016,1540,14560,480
731,11835,33.5225,0R6,92.46027778,2000,175,27621,425
732,13835,33.5225,0R6,92.46027778,2001,1280,29540,32
733,9835,33.5225,0R6,92.46027778,2002,3339,73150,220
734,835,33.5225,0R6,92.46027778,2003,1128,75603,48
735,15835,33.5225,0R6,92.46027778,2004,7173,22374,114
736,4835,33.5225,0R6,92.46027778,2005,1540,16800,300
737,6835,33.5225,0R6,92.46027778,2006,6777,13515,1
738,1835,33.5225,0R6,92.46027778,2007,1124,14265,567
739,5835,33.5225,0R6,92.46027778,2008,3510,14193,24
740,10835,33.5225,0R6,92.46027778,2009,1148,66330,33
741,3835,33.5225,0R6,92.46027778,2010,130,46710,91
742,2835,33.5225,0R6,92.46027778,2011,404,52668,100
743,8835,33.5225,0R6,92.46027778,2012,4515,15164,340
744,14835,33.5225,0R6,92.46027778,2013,676,6834,500
745,12835,33.5225,0R6,92.46027778,2014,1146,67868,648
746,16835,33.5225,0R6,92.46027778,2015,306,73372,630
747,7835,33.5225,0R6,92.46027778,2016,3625,34720,336
748,121,63.10805556,0Z2,147.5319444,2000,371,11178,15
749,7121,63.10805556,0Z2,147.5319444,2001,290,6265,41
750,5121,63.10805556,0Z2,147.5319444,2002,3582,41426,112
751,8121,63.10805556,0Z2,147.5319444,2003,1262,21489,16
752,10121,63.10805556,0Z2,147.5319444,2004,774,92367,21
753,12121,63.10805556,0Z2,147.5319444,2005,1946,64176,450
754,3121,63.10805556,0Z2,147.5319444,2006,4140,15895,38
755,2121,63.10805556,0Z2,147.5319444,2007,1150,32940,477
756,4121,63.10805556,0Z2,147.5319444,2008,335,8949,140
757,6121,63.10805556,0Z2,147.5319444,2009,3500,23463,10
758,9121,63.10805556,0Z2,147.5319444,2010,7730,15336,287
759,1121,63.10805556,0Z2,147.5319444,2011,1548,11020,25
760,15121,63.10805556,0Z2,147.5319444,2012,450,26078,392
761,11121,63.10805556,0Z2,147.5319444,2013,246,9656,990
762,13121,63.10805556,0Z2,147.5319444,2014,1545,8512,180
763,16121,63.10805556,0Z2,147.5319444,2015,928,75945,846
764,14121,63.10805556,0Z2,147.5319444,2016,2510,13510,776
765,4493,61.59194444,10AK,149.6777778,2000,1792,62451,365
766,14493,61.59194444,10AK,149.6777778,2001,280,20370,49
767,3493,61.59194444,10AK,149.6777778,2002,5625,15169,176
768,1493,61.59194444,10AK,149.6777778,2003,906,60987,134
769,6493,61.59194444,10AK,149.6777778,2004,4995,24156,57
770,16493,61.59194444,10AK,149.6777778,2005,1274,19656,680
771,8493,61.59194444,10AK,149.6777778,2006,2610,34935,55
772,12493,61.59194444,10AK,149.6777778,2007,702,40320,900
773,7493,61.59194444,10AK,149.6777778,2008,4465,2774,64
774,11493,61.59194444,10AK,149.6777778,2009,168,79398,39
775,9493,61.59194444,10AK,149.6777778,2010,3800,34668,567
776,13493,61.59194444,10AK,149.6777778,2011,1570,65588,24
777,493,61.59194444,10AK,149.6777778,2012,3255,12886,180
778,10493,61.59194444,10AK,149.6777778,2013,348,6052,210
779,2493,61.59194444,10AK,149.6777778,2014,201,23180,612
780,5493,61.59194444,10AK,149.6777778,2015,1396,38761,72
781,15493,61.59194444,10AK,149.6777778,2016,2030,57050,768
782,7975,33.36666667,10AZ,112.6188889,2000,133,69255,395
783,8975,33.36666667,10AZ,112.6188889,2001,810,30660,90
784,6975,33.36666667,10AZ,112.6188889,2002,4500,8547,208
785,2975,33.36666667,10AZ,112.6188889,2003,1040,25317,112
786,16975,33.36666667,10AZ,112.6188889,2004,1746,86229,291
787,14975,33.36666667,10AZ,112.6188889,2005,1330,15204,940
788,15975,33.36666667,10AZ,112.6188889,2006,4392,79220,2
789,10975,33.36666667,10AZ,112.6188889,2007,964,22545,135
790,975,33.36666667,10AZ,112.6188889,2008,3880,14117,126
791,1975,33.36666667,10AZ,112.6188889,2009,64,74250,88
792,3975,33.36666667,10AZ,112.6188889,2010,4790,6480,315
793,13975,33.36666667,10AZ,112.6188889,2011,974,67108,99
794,4975,33.36666667,10AZ,112.6188889,2012,820,16728,152
795,12975,33.36666667,10AZ,112.6188889,2013,779,32980,940
796,5975,33.36666667,10AZ,112.6188889,2014,1716,24320,414
797,9975,33.36666667,10AZ,112.6188889,2015,1890,50381,135
798,11975,33.36666667,10AZ,112.6188889,2016,145,63070,536
799,8590,31.88333333,11A,85.48527778,2000,6594,15957,475
800,2590,31.88333333,11A,85.48527778,2001,310,22295,92
801,16590,31.88333333,11A,85.48527778,2002,2025,59598,84
802,3590,31.88333333,11A,85.48527778,2003,916,22011,26
803,1590,31.88333333,11A,85.48527778,2004,4005,87318,219
804,14590,31.88333333,11A,85.48527778,2005,1698,51156,180
805,6590,31.88333333,11A,85.48527778,2006,4743,17765,7
806,10590,31.88333333,11A,85.48527778,2007,418,22275,891
807,12590,31.88333333,11A,85.48527778,2008,1425,13262,58
808,15590,31.88333333,11A,85.48527778,2009,2380,74547,18
